kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smells_count;smells
public method;br.ufal.academico.dominio.diarioclasse.Nota;br.ufal.academico.dominio.diarioclasse.Nota.parseNota;3,0;19,0;0,333333333333;3,0;7,0;1,0;3,0;14,0;4,0;0,0;2;ShotgunSurgery,LongMethod
private method;br.ufal.academico.dominio.diarioclasse.Nota;br.ufal.academico.dominio.diarioclasse.Nota.isRangeNotaNaoPermitido;1,0;1,0;0,0;0,0;1,0;1,0;0,0;2,0;1,0;0,0;2;ShotgunSurgery,LongMethod
public method;br.ufal.academico.dominio.diarioclasse.Nota;br.ufal.academico.dominio.diarioclasse.Nota.isMenorQueSete;2,0;5,0;1,0;1,0;2,0;2,0;1,0;4,0;0,0;0,0;2;ShotgunSurgery,LongMethod
public static method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.criarPeriodoLetivo;1,0;5,0;0,5;4,0;14,0;2,0;7,0;21,0;12,0;2,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getAnteriorConsiderandoCursosFerias;3,0;6,0;0,4;5,0;5,0;1,0;1,0;11,0;7,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getProximoConsiderandoCursosFerias;2,0;2,0;0,4;5,0;5,0;1,0;1,0;11,0;7,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getUltimosPeriodos;2,0;2,0;1,0;1,0;2,0;1,0;1,0;7,0;4,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getAno;29,0;78,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.setAno;7,0;8,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getTipoPeriodo;32,0;74,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.setTipoPeriodo;14,0;16,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.hashCode;0,0;0,0;1,0;1,0;1,0;2,0;1,0;7,0;4,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.equals;4,0;7,0;1,0;2,0;2,0;3,0;1,0;6,0;4,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.toString;0,0;0,0;0,5;2,0;3,0;1,0;1,0;7,0;3,0;0,0;1;FeatureEnvy
public static method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getPeriodoLetivos;2,0;3,0;0,4;5,0;2,0;3,0;1,0;8,0;5,0;2,0;1;FeatureEnvy
public static method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getPeriodosLetivos;2,0;2,0;0,333333333333;3,0;3,0;2,0;1,0;9,0;4,0;2,0;1;FeatureEnvy
public static method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getEstimativaPeriodoLetivoSemestral;1,0;1,0;1,0;1,0;3,0;1,0;1,0;10,0;7,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.getPeriodoLetivo;2,0;3,0;0,0;0,0;3,0;2,0;1,0;8,0;6,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.PeriodoLetivo;br.ufal.academico.dominio.ensino.PeriodoLetivo.compareTo;1,0;1,0;0,5;2,0;3,0;1,0;1,0;7,0;1,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.remover;1,0;1,0;0,75;4,0;7,0;3,0;3,0;14,0;7,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.temOrientador;1,0;1,0;1,0;2,0;3,0;3,0;2,0;5,0;3,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getParticipacao;3,0;4,0;1,0;2,0;3,0;2,0;2,0;6,0;4,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getId;5,0;17,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.setId;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getNumeroProcesso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.setNumeroProcesso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getTitulo;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.setTitulo;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getDataInicio;2,0;2,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.setDataInicio;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;1;FeatureEnvy
public method;br.ufal.academico.dominio.ensino.projetos.Projeto;br.ufal.academico.dominio.ensino.projetos.Projeto.getDataConclusao;3,0;4,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;1;FeatureEnvy
